start_date,end_date,the_group,state,condition_group,the_condition,age_group,covid_deaths,number_of_mentions
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Chronic lower respiratory diseases",85+,30,31
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Chronic lower respiratory diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Chronic lower respiratory diseases","All Ages",262,273
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",25-34,13,13
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",35-44,32,32
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",45-54,95,95
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",55-64,203,203
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",65-74,288,288
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",75-84,229,229
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome",85+,212,212
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Adult respiratory distress syndrome","All Ages",1076,1076
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure",45-54,17,17
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure",55-64,47,50
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure",65-74,60,68
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure",75-84,61,66
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure",85+,42,43
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory failure","All Ages",244,263
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory arrest",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory arrest",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory arrest",35-44,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Respiratory arrest","All Ages",10,10
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system",55-64,12,12
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system",65-74,24,26
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system",75-84,20,20
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system",85+,16,16
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Respiratory diseases","Other diseases of the respiratory system","All Ages",79,81
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",35-44,22,22
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",45-54,83,84
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",55-64,228,228
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",65-74,324,326
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",75-84,264,266
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases",85+,244,244
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Hypertensive diseases","All Ages",1172,1177
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",45-54,11,14
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",55-64,44,46
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",65-74,87,95
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",75-84,69,77
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease",85+,46,50
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Ischemic heart disease","All Ages",261,286
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrest",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrest",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrest","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrest","All Ages",28,28
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia",55-64,16,16
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia",65-74,22,22
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia",75-84,38,40
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia",85+,33,33
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cardiac arrhythmia","All Ages",118,120
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Heart failure",55-64,34,34
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Heart failure",65-74,42,42
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Heart failure",75-84,28,28
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Heart failure",85+,31,31
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Heart failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Heart failure","All Ages",148,148
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases",55-64,17,17
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases",65-74,24,26
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases",75-84,31,31
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases",85+,21,21
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Cerebrovascular diseases","All Ages",106,108
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system",45-54,13,16
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system",55-64,30,41
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system",65-74,41,45
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system",75-84,36,43
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system",85+,32,33
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Circulatory diseases","Other diseases of the circulatory system","All Ages",163,191
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,45-54,11,11
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,55-64,19,19
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,65-74,33,33
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,75-84,27,27
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,85+,16,16
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,"Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia",Sepsis,Sepsis,"All Ages",113,113
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms",45-54,13,15
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms",55-64,43,48
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms",65-74,68,70
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms",75-84,69,72
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms",85+,42,46
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Malignant neoplasms","Malignant neoplasms","All Ages",241,257
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,35-44,20,21
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,45-54,66,67
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,55-64,182,183
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,65-74,244,247
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,75-84,144,144
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,85+,111,111
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,"Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia",Diabetes,Diabetes,"All Ages",775,781
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,35-44,23,23
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,45-54,36,36
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,55-64,63,63
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,65-74,40,40
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,75-84,13,13
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,"Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia",Obesity,Obesity,"All Ages",188,188
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease",35-44,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease",45-54,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease",55-64,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease",85+,18,18
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Alzheimer disease","Alzheimer disease","All Ages",27,27
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",25-34,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",35-44,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",45-54,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",65-74,22,22
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",75-84,59,59
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia",85+,87,87
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Vascular and unspecified dementia","Vascular and unspecified dementia","All Ages",174,174
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure",0-24,0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure",45-54,18,19
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure",55-64,40,41
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure",65-74,59,60
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure",75-84,36,36
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure",85+,30,31
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure","Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia","Renal failure","Renal failure","All Ages",195,199
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,0-24,17,17
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,25-34,33,33
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,35-44,83,83
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,45-54,203,203
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,55-64,440,440
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,65-74,584,584
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,75-84,463,463
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,85+,407,407
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,"Not stated",0,0
2020-01-01,2023-09-23,"By Total","District of Columbia",COVID-19,COVID-19,"All Ages",2230,2230
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",0-24,149,156
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",25-34,557,570
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",35-44,1405,1443
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",45-54,3280,3373
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",55-64,6908,7085
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",65-74,10627,10878
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",75-84,12462,12653
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia",85+,11028,11154
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Influenza and pneumonia","All Ages",46418,47314
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",0-24,16,16
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",25-34,27,27
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",35-44,74,78
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",45-54,215,222
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",55-64,885,938
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",65-74,2145,2243
2020-01-01,2023-09-23,"By Total",Florida,"Respiratory diseases","Chronic lower respiratory diseases",75-84,3077,3212
